Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A,Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid,NIH_Food_Group
Cardoon,Greens,70.0,17.0,41.0,0.0,23.0,1.0,16.0,68.0,7.0,42.0,2.0,25.0,,,,23.0,4.0,400.0,7.0,1.0,2.0,170.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,34.0,12.0,2.0,17.0,,,,,,,26.0,,,,,,,,0.0,,,,,,,,,,Vegetables
Celery,Greens,40.0,16.0,3.0,0.0,4.0,17.0,16.0,36.0,2.0,11.0,3.0,14.0,0.0,0.0,0.0,24.0,8.0,260.0,69.0,4.0,4.0,80.0,0.0,449.0,22.0,2.0,0.0,6.0,32.0,25.0,7.0,31.0,13.0,61.0,37.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,13.0,2.0,1.0,3.0,0.0,27.0,29.0,,,,,,,,Vegetables
Chard,Greens,58.0,20.0,41.0,0.0,16.0,8.0,21.0,9.0,23.0,86.0,2.0,2.0,0.0,0.0,0.0,33.0,3.0,549.0,19.0,1.0,9.0,179.0,0.0,6124.0,306.0,3.0,0.0,9.0,36.0,16.0,9.0,18.0,33.0,29.0,,4.0,15.0,14.0,1.0,33.0,2.0,11.0,,11.0,9.0,2.0,11.0,0.0,19.0,327.0,,,,,,,,Vegetables
Chives,Greens,92.0,30.0,44.0,0.0,16.0,73.0,25.0,105.0,16.0,42.0,1.0,19.0,0.0,0.0,0.0,58.0,27.0,296.0,33.0,15.0,9.0,3.0,0.0,4353.0,218.0,8.0,0.0,12.0,65.0,32.0,14.0,58.0,56.0,52.0,,6.0,14.0,2.0,16.0,37.0,4.0,11.0,,19.0,13.0,4.0,15.0,0.0,21.0,213.0,,,,,,,,Vegetables
Chrysanthemum,Greens,117.0,24.0,3.0,0.0,14.0,56.0,3.0,177.0,23.0,32.0,,2.0,,,,54.0,,567.0,34.0,,,118.0,0.0,2320.0,116.0,13.0,0.0,14.0,53.0,22.0,18.0,14.0,71.0,,,,,,,94.0,,,,,,,,0.0,,350.0,,,,,,,,Vegetables
Marrow-stem Kale,Greens,232.0,32.0,54.0,0.0,5.0,61.0,4.0,129.0,47.0,27.0,3.0,14.0,0.0,0.0,0.0,25.0,2.0,213.0,3.0,6.0,13.0,17.0,0.0,5019.0,251.0,5.0,0.0,13.0,74.0,27.0,17.0,35.0,21.0,23.0,,5.0,1.0,15.0,12.0,66.0,3.0,9.0,,46.0,9.0,3.0,12.0,0.0,23.0,437.0,,,,,,,,Vegetables
Collard Greens,Greens,141.0,33.0,57.0,0.0,5.0,72.0,4.0,16.0,11.0,21.0,3.0,17.0,0.0,0.0,0.0,32.0,17.0,117.0,27.0,5.0,5.0,15.0,0.0,7600.0,380.0,4.0,0.0,11.0,58.0,22.0,13.0,18.0,23.0,38.0,,4.0,9.0,13.0,1.0,51.0,3.0,8.0,,4.0,7.0,3.0,1.0,0.0,88.0,407.0,,,,,,,,Vegetables
Coriander,Greens,67.0,23.0,37.0,0.0,23.0,52.0,28.0,62.0,18.0,26.0,28.0,87.0,0.0,0.0,0.0,48.0,4.0,521.0,21.0,1.0,9.0,46.0,0.0,6748.0,337.0,7.0,0.0,16.0,11.0,57.0,15.0,27.0,5.0,13.0,,,,,,43.0,,,,87.0,,,,0.0,25.0,310.0,,,,,,,,Vegetables
Garden cress,Greens,81.0,32.0,55.0,0.0,17.0,7.0,11.0,80.0,13.0,38.0,24.0,44.0,0.0,0.0,0.0,76.0,23.0,606.0,26.0,2.0,9.0,14.0,0.0,6917.0,346.0,8.0,0.0,26.0,1.0,24.0,25.0,69.0,23.0,20.0,,,,,,55.0,,,,44.0,,,,0.0,7.0,542.0,,,,,,,,Vegetables
Dandelion greens,Greens,187.0,45.0,92.0,0.0,17.0,7.0,35.0,27.0,31.0,36.0,1.0,57.0,0.0,0.0,0.0,66.0,31.0,397.0,27.0,17.0,5.0,76.0,0.0,10161.0,508.0,19.0,0.0,26.0,81.0,8.0,25.0,35.0,41.0,35.0,,,,,,34.0,,,,71.0,,,,0.0,34.0,778.0,,,,,,,,Vegetables
Escarole,Greens,46.0,19.0,31.0,0.0,9.0,18.0,28.0,78.0,72.0,13.0,0.0,27.0,0.0,0.0,0.0,22.0,8.0,245.0,12.0,4.0,2.0,19.0,,1888.0,94.0,6.0,0.0,6.0,31.0,83.0,2.0,33.0,69.0,15.0,,2.0,7.0,9.0,6.0,39.0,1.0,5.0,,23.0,5.0,1.0,6.0,0.0,4.0,212.0,,,,,,,,Vegetables
Drumstick leaves,Greens,185.0,64.0,83.0,0.0,11.0,14.0,2.0,40.0,4.0,42.0,,63.0,,,,112.0,,337.0,94.0,,9.0,9.0,0.0,7564.0,378.0,26.0,0.0,66.0,22.0,13.0,12.0,52.0,6.0,,,2.0,45.0,79.0,54.0,11.0,12.0,49.0,,,41.0,14.0,61.0,0.0,,,,,,,,,,Vegetables
Kale,Greens,72.0,28.0,56.0,0.0,16.0,4.0,2.0,13.0,9.0,18.0,3.0,36.0,0.0,0.0,0.0,28.0,19.0,228.0,19.0,5.0,9.0,23.0,0.0,13621.0,681.0,5.0,0.0,7.0,5.0,5.0,14.0,41.0,24.0,4.0,,4.0,11.0,13.0,11.0,42.0,2.0,1.0,,13.0,9.0,2.0,1.0,0.0,85.0,817.0,,,,,,,,Vegetables
Lambsquarters,Greens,309.0,43.0,73.0,0.0,29.0,8.0,4.0,30.0,12.0,34.0,15.0,33.0,,,,72.0,35.0,452.0,42.0,6.0,9.0,43.0,0.0,11600.0,580.0,16.0,0.0,44.0,12.0,9.0,27.0,80.0,44.0,,,12.0,25.0,35.0,35.0,78.0,5.0,17.0,,,16.0,4.0,23.0,0.0,,,,,,,,,,Vegetables
Leek,Greens,59.0,61.0,14.0,0.0,12.0,3.0,18.0,64.0,21.0,28.0,0.0,12.0,0.0,0.0,0.0,35.0,17.0,180.0,15.0,4.0,1.0,20.0,0.0,1667.0,83.0,6.0,0.0,3.0,4.0,14.0,23.0,12.0,12.0,95.0,,3.0,5.0,1.0,8.0,48.0,2.0,6.0,,39.0,6.0,1.0,6.0,0.0,92.0,47.0,,,,,,,,Vegetables
Lettuce,Greens,36.0,15.0,29.0,0.0,3.0,15.0,13.0,38.0,86.0,13.0,1.0,16.0,0.0,0.0,0.0,29.0,8.0,194.0,14.0,2.0,6.0,28.0,0.0,7405.0,370.0,7.0,0.0,8.0,38.0,13.0,9.0,92.0,18.0,14.0,43.0,2.0,8.0,8.0,8.0,25.0,2.0,6.0,0.0,78.0,6.0,1.0,7.0,0.0,22.0,126.0,,,,,,,,Vegetables
Mustard Greens,Greens,118.0,26.0,45.0,0.0,15.0,47.0,2.0,9.0,87.0,13.0,11.0,25.0,0.0,0.0,0.0,42.0,5.0,162.0,26.0,1.0,6.0,9.0,0.0,12370.0,618.0,4.0,0.0,6.0,43.0,12.0,1.0,25.0,22.0,4.0,,,,,,,,,,14.0,,,,0.0,18.0,593.0,,,,,,,,Vegetables
Scallion,Greens,72.0,32.0,73.0,0.0,8.0,19.0,26.0,64.0,15.0,20.0,3.0,47.0,0.0,0.0,0.0,37.0,7.0,276.0,18.0,3.0,6.0,16.0,0.0,997.0,50.0,6.0,0.0,8.0,53.0,8.0,6.0,19.0,39.0,57.0,,3.0,8.0,11.0,9.0,16.0,2.0,6.0,,23.0,7.0,2.0,8.0,0.0,55.0,207.0,,,,,,,,Vegetables
Welsh onion,Greens,18.0,34.0,65.0,0.0,7.0,4.0,24.0,16.0,12.0,23.0,6.0,41.0,,,,49.0,16.0,212.0,19.0,7.0,6.0,17.0,0.0,1160.0,,5.0,0.0,9.0,4.0,17.0,7.0,27.0,52.0,53.0,,3.0,8.0,11.0,1.0,14.0,2.0,6.0,,22.0,7.0,2.0,8.0,0.0,51.0,193.0,,,,,,,,Vegetables
Parsley,Greens,138.0,36.0,63.0,0.0,15.0,79.0,33.0,152.0,62.0,50.0,3.0,3.0,0.0,0.0,0.0,58.0,12.0,554.0,3.0,13.0,1.0,56.0,0.0,8424.0,421.0,9.0,0.0,1.0,13.0,4.0,9.0,133.0,11.0,13.0,,6.0,12.0,2.0,18.0,16.0,4.0,15.0,,85.0,12.0,5.0,17.0,0.0,75.0,1640.0,,,,,,,,Vegetables
Pumpkin leaves,Greens,39.0,19.0,23.0,0.0,13.0,4.0,,36.0,22.0,38.0,5.0,23.0,,,,104.0,2.0,436.0,32.0,21.0,9.0,11.0,0.0,1942.0,97.0,9.0,0.0,13.0,92.0,4.0,21.0,11.0,2.0,,,5.0,16.0,32.0,2.0,36.0,5.0,17.0,,,16.0,4.0,18.0,0.0,,,,,,,,,,Vegetables
Purslane,Greens,65.0,20.0,34.0,0.0,11.0,36.0,,12.0,2.0,68.0,,34.0,,,,44.0,,494.0,2.0,,9.0,45.0,0.0,1320.0,,5.0,0.0,11.0,48.0,4.0,7.0,21.0,17.0,13.0,,,,,,3.0,,,,,,,,0.0,,,,,,,,,,Vegetables
Spinach,Greens,136.0,23.0,38.0,0.0,17.0,26.0,24.0,146.0,36.0,87.0,1.0,14.0,0.0,0.0,0.0,56.0,11.0,466.0,3.0,4.0,15.0,70.0,0.0,10481.0,524.0,1.0,0.0,24.0,49.0,15.0,24.0,98.0,76.0,20.0,,7.0,15.0,23.0,18.0,94.0,6.0,13.0,,43.0,13.0,4.0,17.0,0.0,21.0,494.0,,,,,,,,Vegetables
Sweet potato leaves,Greens,78.0,42.0,88.0,0.0,,51.0,53.0,,97.0,70.0,2.0,35.0,,,,81.0,23.0,508.0,25.0,11.0,9.0,6.0,0.0,3778.0,189.0,16.0,0.0,35.0,11.0,23.0,19.0,11.0,,,,,,,23.0,,9.0,,,,,4.0,,0.0,,302.0,,,,,,,,Vegetables
Taro leaves,Greens,107.0,42.0,67.0,0.0,27.0,74.0,37.0,126.0,23.0,45.0,6.0,3.0,0.0,0.0,0.0,60.0,31.0,648.0,5.0,15.0,9.0,3.0,0.0,4825.0,241.0,21.0,0.0,46.0,15.0,8.0,15.0,52.0,41.0,13.0,,11.0,26.0,39.0,25.0,71.0,8.0,2.0,,3.0,17.0,5.0,26.0,0.0,2.0,109.0,,,,,,,,Vegetables
Vine spinach (basella),Greens,109.0,19.0,34.0,0.0,11.0,3.0,,140.0,12.0,65.0,,34.0,,,,52.0,,510.0,18.0,,8.0,24.0,0.0,8000.0,400.0,5.0,0.0,16.0,5.0,5.0,24.0,102.0,43.0,,,4.0,5.0,1.0,9.0,74.0,2.0,9.0,,,6.0,3.0,7.0,0.0,,,,,,,,,,Vegetables
Watercress,Greens,120.0,11.0,13.0,0.0,8.0,1.0,5.0,9.0,2.0,21.0,1.0,79.0,0.0,0.0,0.0,60.0,4.0,330.0,23.0,3.0,9.0,41.0,0.0,3191.0,160.0,9.0,0.0,12.0,2.0,31.0,13.0,43.0,11.0,9.0,,4.0,9.0,17.0,13.0,24.0,2.0,11.0,,2.0,13.0,3.0,14.0,0.0,1.0,250.0,,,,,,,,Vegetables
Borage,Greens,93.0,21.0,31.0,0.0,13.0,7.0,,13.0,33.0,52.0,21.0,31.0,,,,53.0,11.0,470.0,18.0,17.0,9.0,80.0,0.0,4200.0,210.0,6.0,0.0,15.0,9.0,4.0,8.0,35.0,2.0,,,,,,,35.0,,,,,,,,0.0,,,,,,,,,,Vegetables
Drumstick tree,Greens,30.0,37.0,85.0,0.0,8.0,2.0,32.0,44.0,36.0,45.0,1.0,53.0,,,,50.0,0.0,461.0,21.0,3.0,7.0,42.0,0.0,74.0,4.0,5.0,0.0,7.0,62.0,79.0,12.0,141.0,45.0,,,,,,,26.0,,,,,,,,0.0,,,,,,,,,,Vegetables
Arugula,Greens,160.0,25.0,37.0,0.0,8.0,66.0,16.0,97.0,15.0,47.0,5.0,21.0,0.0,0.0,0.0,52.0,32.0,369.0,26.0,9.0,3.0,27.0,0.0,2373.0,119.0,4.0,0.0,9.0,31.0,44.0,7.0,15.0,47.0,15.0,,,,,,32.0,,,,21.0,,,,0.0,43.0,109.0,,,,,,,,Vegetables
Lemongrass,Greens,65.0,99.0,25.0,0.0,27.0,49.0,,75.0,82.0,60.0,5.0,25.0,,,,101.0,17.0,723.0,18.0,12.0,7.0,6.0,0.0,6.0,0.0,7.0,0.0,14.0,11.0,5.0,8.0,26.0,22.0,,,,,,,52.0,,,,,,,,0.0,,,,,,,,,,Vegetables
Grape leaves,Greens,363.0,93.0,17.0,0.0,42.0,21.0,11.0,83.0,26.0,95.0,8.0,63.0,0.0,0.0,0.0,91.0,11.0,272.0,56.0,34.0,9.0,9.0,0.0,27521.0,1376.0,4.0,0.0,35.0,24.0,23.0,4.0,11.0,67.0,13.0,,,,,,29.0,,,,63.0,,,,0.0,2.0,109.0,,,,,,,,Vegetables
Fireweed,Greens,429.0,103.0,19.0,0.0,32.0,28.0,11.0,112.0,24.0,156.0,,86.0,,,,108.0,,494.0,47.0,,9.0,34.0,0.0,3598.0,180.0,3.0,0.0,14.0,47.0,14.0,63.0,22.0,27.0,,,,,,,67.0,,,,,,,,0.0,,,,,,,,,,Vegetables
Barley,Greens,11.0,123.0,28.0,0.0,11.0,44.0,38.0,16.0,13.0,22.0,6.0,24.0,0.0,0.0,0.0,54.0,21.0,93.0,23.0,9.0,86.0,3.0,,7.0,0.0,8.0,0.0,6.0,21.0,14.0,12.0,0.0,82.0,13.0,,5.0,8.0,15.0,8.0,26.0,4.0,13.0,,28.0,8.0,4.0,11.0,0.0,1.0,8.0,,,,,,,,Vegetables
Bulgur,Greens,10.0,83.0,19.0,0.0,8.0,24.0,45.0,18.0,96.0,32.0,3.0,14.0,0.0,0.0,0.0,40.0,1.0,68.0,31.0,4.0,6.0,5.0,,2.0,0.0,6.0,0.0,3.0,1.0,34.0,8.0,0.0,57.0,69.0,,7.0,11.0,21.0,9.0,61.0,5.0,15.0,,1.0,9.0,5.0,14.0,0.0,1.0,5.0,,,,,,,,Vegetables
Corn grain,Greens,7.0,365.0,74.0,0.0,31.0,47.0,73.0,19.0,27.0,127.0,13.0,67.0,,,,210.0,22.0,287.0,94.0,67.0,16.0,35.0,,214.0,11.0,39.0,0.0,2.0,36.0,42.0,62.0,0.0,22.0,,,29.0,34.0,12.0,27.0,49.0,2.0,46.0,,64.0,35.0,7.0,48.0,0.0,49.0,3.0,,,,,,,,Vegetables
Hominy,Greens,10.0,72.0,14.0,0.0,3.0,88.0,25.0,1.0,62.0,16.0,23.0,12.0,0.0,0.0,0.0,35.0,4.0,9.0,15.0,12.0,3.0,345.0,,1.0,0.0,0.0,0.0,1.0,3.0,15.0,1.0,0.0,11.0,31.0,,5.0,6.0,2.0,3.0,7.0,3.0,8.0,,18.0,5.0,1.0,8.0,0.0,5.0,2.0,,,,,,,,Vegetables
Bran,Greens,10.0,40.0,11.0,0.0,7.0,86.0,26.0,6.0,88.0,40.0,29.0,88.0,,,,119.0,34.0,92.0,32.0,16.0,77.0,1.0,,0.0,0.0,16.0,0.0,3.0,14.0,22.0,3.0,0.0,53.0,,,7.0,11.0,24.0,13.0,96.0,6.0,16.0,,,9.0,6.0,17.0,0.0,,,,,,,,,,Vegetables
Triticale,Greens,37.0,336.0,72.0,0.0,46.0,21.0,,73.0,26.0,130.0,21.0,72.0,,,,358.0,91.0,332.0,13.0,37.0,,5.0,,0.0,0.0,42.0,0.0,13.0,14.0,13.0,14.0,0.0,35.0,,,31.0,48.0,91.0,37.0,32.0,2.0,64.0,,,41.0,16.0,61.0,0.0,9.0,,,,,,,,,Vegetables
Wild rice,Greens,3.0,101.0,21.0,0.0,12.0,34.0,18.0,26.0,6.0,32.0,5.0,20.0,0.0,0.0,0.0,82.0,21.0,101.0,4.0,5.0,8.0,3.0,,3.0,0.0,5.0,0.0,9.0,13.0,15.0,14.0,0.0,13.0,10.0,2.0,1.0,17.0,28.0,17.0,28.0,12.0,2.0,,73.0,13.0,5.0,23.0,0.0,24.0,5.0,,,,,,,,Vegetables
Spinach pasta,Greens,43.0,289.0,56.0,73.0,2.0,21.0,,177.0,33.0,63.0,66.0,56.0,,,,148.0,47.0,272.0,11.0,48.0,,27.0,,241.0,25.0,61.0,31.0,4.0,35.0,69.0,32.0,0.0,14.0,,,24.0,49.0,81.0,34.0,78.0,21.0,56.0,,,35.0,15.0,54.0,,,,,,,,,,,Vegetables
Chow mein,Greens,20.0,475.0,73.0,0.0,17.0,15.0,37.0,106.0,47.0,52.0,89.0,69.0,0.0,0.0,0.0,161.0,36.0,120.0,81.0,22.0,43.0,1174.0,8.0,0.0,0.0,58.0,0.0,42.0,6.0,53.0,11.0,0.0,14.0,87.0,,,,,,,,,,57.0,,,,0.0,23.0,14.0,,,,,,,,Vegetables
Somen noodles,Greens,8.0,131.0,28.0,0.0,3.0,18.0,,2.0,52.0,2.0,2.0,28.0,,,,27.0,7.0,29.0,4.0,3.0,,161.0,,0.0,0.0,2.0,0.0,3.0,1.0,17.0,1.0,0.0,22.0,,,8.0,16.0,27.0,8.0,25.0,6.0,19.0,,,11.0,5.0,17.0,0.0,,,,,,,,,,Vegetables
Barley flour,Greens,32.0,345.0,75.0,0.0,34.0,16.0,10.0,8.0,27.0,96.0,21.0,64.0,0.0,0.0,0.0,296.0,77.0,309.0,11.0,34.0,38.0,4.0,,0.0,0.0,37.0,0.0,11.0,63.0,15.0,4.0,0.0,2.0,38.0,,24.0,38.0,71.0,39.0,1.0,2.0,59.0,,8.0,36.0,18.0,52.0,0.0,57.0,22.0,,,,,,,,Vegetables
Rice noodles,Greens,4.0,108.0,24.0,0.0,4.0,2.0,1.0,1.0,14.0,3.0,3.0,23.0,0.0,0.0,0.0,20.0,2.0,4.0,18.0,2.0,45.0,19.0,,0.0,0.0,2.0,0.0,0.0,7.0,1.0,1.0,0.0,25.0,16.0,,5.0,7.0,15.0,6.0,11.0,4.0,1.0,,3.0,6.0,2.0,1.0,0.0,3.0,0.0,,,,,,,,Vegetables
Quinoa,Greens,17.0,120.0,21.0,0.0,19.0,19.0,28.0,42.0,15.0,64.0,53.0,19.0,2.0,0.0,0.0,152.0,11.0,172.0,44.0,23.0,28.0,7.0,,5.0,0.0,11.0,0.0,11.0,41.0,,12.0,0.0,11.0,23.0,,13.0,16.0,26.0,24.0,63.0,1.0,19.0,18.0,87.0,13.0,5.0,19.0,0.0,63.0,0.0,,,,,,,,Vegetables
Wheat,Greens,9.0,132.0,28.0,0.0,21.0,83.0,43.0,11.0,18.0,48.0,8.0,23.0,,,,147.0,24.0,164.0,57.0,8.0,32.0,8.0,0.0,4.0,,1.0,0.0,3.0,23.0,,7.0,,18.0,,,15.0,22.0,43.0,16.0,1.0,1.0,3.0,,31.0,17.0,5.0,27.0,,24.0,,,,,,,,,Vegetables
Spelt,Greens,10.0,127.0,26.0,0.0,22.0,85.0,39.0,13.0,17.0,49.0,,23.0,,,,150.0,,143.0,55.0,,4.0,5.0,,4.0,0.0,1.0,0.0,3.0,26.0,,8.0,0.0,13.0,,,,,,,11.0,,,20.0,,,,,,26.0,,,,,,,,,Vegetables
Teff,Greens,49.0,101.0,20.0,0.0,23.0,65.0,28.0,18.0,21.0,50.0,,17.0,,,,120.0,,107.0,39.0,,,8.0,,2.0,0.0,18.0,0.0,3.0,91.0,,1.0,,11.0,,,9.0,15.0,31.0,11.0,29.0,13.0,2.0,,,15.0,4.0,2.0,,,,,,,,,,,Vegetables
Egg noodles,Greens,12.0,138.0,25.0,29.0,1.0,21.0,12.0,7.0,6.0,21.0,58.0,24.0,0.0,0.0,0.0,76.0,55.0,38.0,45.0,42.0,24.0,5.0,3.0,21.0,6.0,3.0,9.0,2.0,4.0,26.0,5.0,0.0,65.0,26.0,0.0,12.0,19.0,37.0,14.0,32.0,9.0,24.0,,4.0,14.0,4.0,22.0,1.0,17.0,0.0,,,,,,,,Vegetables
Millet flour,Greens,14.0,382.0,75.0,,54.0,43.0,35.0,42.0,39.0,119.0,92.0,72.0,0.0,0.0,0.0,285.0,26.0,224.0,11.0,54.0,33.0,4.0,0.0,,,41.0,,7.0,6.0,13.0,37.0,0.0,26.0,,0.0,26.0,47.0,15.0,14.0,1.0,32.0,68.0,70.0,17.0,35.0,17.0,58.0,,11.0,8.0,4.0,0.0,0.0,0.0,0.0,25.0,,Vegetables
Fortune cookie,Sweets,12.0,378.0,84.0,2.0,6.0,27.0,16.0,66.0,14.0,7.0,13.0,82.0,0.0,0.0,0.0,35.0,47.0,41.0,42.0,67.0,29.0,31.0,,3.0,1.0,18.0,1.0,13.0,18.0,3.0,1.0,0.0,17.0,6.0,,9.0,17.0,3.0,16.0,19.0,8.0,2.0,,45.0,12.0,6.0,19.0,0.0,3.0,11.0,,,,,,,,Added Sugars
Fruit leather,Sweets,18.0,359.0,83.0,0.0,17.0,27.0,0.0,4.0,75.0,14.0,15.0,83.0,0.0,0.0,0.0,24.0,55.0,164.0,1.0,65.0,27.0,403.0,,58.0,6.0,4.0,0.0,1.0,1.0,32.0,3.0,56.0,19.0,13.0,,,,,,18.0,,,,58.0,,,,0.0,56.0,18.0,,,,,,,,Added Sugars
Pretzel,Sweets,36.0,381.0,79.0,0.0,26.0,35.0,28.0,83.0,17.0,35.0,14.0,76.0,,,,113.0,12.0,146.0,91.0,75.0,58.0,1715.0,,0.0,0.0,18.0,0.0,1.0,19.0,29.0,12.0,0.0,85.0,,,2.0,35.0,64.0,22.0,18.0,16.0,45.0,,,26.0,11.0,39.0,,,,,,,,,,,Added Sugars
Tootsie roll,Sweets,36.0,387.0,88.0,2.0,13.0,33.0,1.0,9.0,8.0,22.0,19.0,88.0,0.0,,0.0,57.0,27.0,116.0,16.0,97.0,22.0,44.0,,0.0,0.0,6.0,0.0,7.0,21.0,29.0,1.0,0.0,4.0,,4.0,3.0,6.0,11.0,9.0,5.0,1.0,5.0,15.0,56.0,4.0,19.0,8.0,,65.0,96.0,2.0,0.0,0.0,,,,,Added Sugars
Almond joy,Sweets,64.0,479.0,60.0,4.0,,27.0,5.0,,13.0,,53.0,55.0,,,,112.0,12.0,254.0,41.0,18.0,,142.0,,42.0,,,,,,,,7.0,,,,,,,,,,,,48.0,,,,,,,,,,,,,,Added Sugars
Bit-o-honey,Sweets,35.0,375.0,81.0,0.0,3.0,75.0,2.0,2.0,2.0,7.0,1.0,81.0,0.0,0.0,0.0,28.0,34.0,44.0,2.0,55.0,13.0,295.0,0.0,0.0,0.0,6.0,6.0,4.0,7.0,8.0,1.0,8.0,49.0,25.0,,,,,,4.0,,,,48.0,,,,0.0,3.0,0.0,,0.0,,,,,,Added Sugars
Butterfinger,Sweets,36.0,459.0,73.0,0.0,19.0,19.0,2.0,28.0,79.0,48.0,51.0,71.0,0.0,0.0,0.0,97.0,32.0,220.0,54.0,95.0,29.0,230.0,4.0,0.0,0.0,12.0,4.0,6.0,26.0,37.0,7.0,0.0,1.0,15.0,,,,,,49.0,,,,46.0,,,,0.0,17.0,22.0,,,,,,,,Added Sugars
Butterscotch,Sweets,4.0,391.0,90.0,9.0,0.0,33.0,0.0,0.0,1.0,0.0,85.0,90.0,0.0,0.0,0.0,1.0,12.0,3.0,3.0,21.0,6.0,391.0,,100.0,28.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,8.0,,,,,,0.0,,,,80.0,,,,0.0,9.0,3.0,,,,,,,,Added Sugars
Carob,Sweets,303.0,540.0,56.0,1.0,18.0,31.0,38.0,21.0,13.0,36.0,48.0,52.0,0.0,0.0,0.0,126.0,3.0,633.0,82.0,29.0,52.0,107.0,0.0,10.0,1.0,1.0,28.0,18.0,1.0,75.0,13.0,5.0,35.0,19.0,,,,,,14.0,,,,34.0,,,,0.0,16.0,77.0,,,,,,,,Added Sugars
Caramel,Sweets,138.0,382.0,77.0,7.0,2.0,81.0,0.0,4.0,14.0,17.0,15.0,77.0,0.0,0.0,0.0,114.0,35.0,214.0,46.0,25.0,18.0,245.0,,42.0,12.0,1.0,3.0,26.0,15.0,62.0,6.0,4.0,44.0,8.0,,12.0,26.0,42.0,34.0,1.0,11.0,21.0,,66.0,19.0,6.0,29.0,0.0,46.0,18.0,,,,,,,,Added Sugars
Caramello,Sweets,213.0,462.0,64.0,27.0,,21.0,12.0,,11.0,,53.0,63.0,,,,150.0,63.0,341.0,62.0,13.0,,122.0,,303.0,,,,,,,,17.0,,,,,,,,,,,,57.0,,,,,,,,,,,,,,Added Sugars
White chocolate,Sweets,199.0,539.0,59.0,21.0,6.0,32.0,2.0,7.0,24.0,12.0,91.0,59.0,0.0,0.0,0.0,176.0,1.0,286.0,59.0,19.0,45.0,90.0,0.0,30.0,9.0,6.0,56.0,28.0,75.0,61.0,6.0,5.0,74.0,30.0,,,,,,1.0,,,,59.0,,,,0.0,96.0,91.0,,,,,,,,Added Sugars
York peppermint pattie,Sweets,11.0,384.0,81.0,1.0,,72.0,2.0,,92.0,,41.0,79.0,,,,0.0,11.0,111.0,22.0,43.0,,28.0,,7.0,,,,,,,,0.0,,,,,,,,,,,,64.0,,,,,,,,,,,,,,Added Sugars
Twizzlers,Sweets,8.0,347.0,79.0,0.0,,26.0,6.0,,28.0,,19.0,79.0,,,,24.0,14.0,37.0,23.0,54.0,,195.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,51.0,,,,,,,,,,,,,,Added Sugars
Crème caramel,Sweets,83.0,145.0,23.0,90.0,3.0,4.0,0.0,9.0,38.0,9.0,13.0,23.0,1.0,0.0,0.0,96.0,39.0,118.0,45.0,18.0,87.0,53.0,,161.0,46.0,3.0,36.0,21.0,8.0,51.0,4.0,0.0,47.0,,,,,,,1.0,,,,23.0,,,,,23.0,2.0,,,,,,,,Added Sugars
Ice cream,Sweets,128.0,207.0,24.0,44.0,2.0,11.0,7.0,5.0,9.0,14.0,3.0,23.0,0.0,0.0,0.0,105.0,45.0,199.0,35.0,68.0,18.0,80.0,,421.0,118.0,4.0,39.0,24.0,12.0,58.0,5.0,6.0,69.0,26.0,,9.0,2.0,32.0,26.0,1.0,8.0,16.0,,21.0,15.0,5.0,22.0,2.0,3.0,3.0,,,,,,,,Added Sugars
Sherbet,Sweets,54.0,144.0,30.0,1.0,3.0,2.0,13.0,4.0,14.0,8.0,53.0,29.0,0.0,0.0,0.0,40.0,8.0,96.0,11.0,12.0,15.0,46.0,,46.0,12.0,3.0,13.0,1.0,6.0,22.0,2.0,23.0,48.0,77.0,,,,,,1.0,,,,24.0,,,,0.0,1.0,0.0,,,,,,,,Added Sugars
Fondant icing,Sweets,3.0,373.0,93.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,11.0,,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,0.0,,,,89.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
