Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A,Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid,NIH_Food_Group
Fudge,Sweets,49.0,411.0,76.0,14.0,33.0,10.0,17.0,4.0,18.0,36.0,29.0,75.0,0.0,0.0,0.0,71.0,37.0,134.0,24.0,64.0,25.0,45.0,17.0,159.0,44.0,3.0,9.0,9.0,18.0,14.0,1.0,0.0,11.0,10.0,,,,,,42.0,,,,73.0,,,,0.0,18.0,14.0,,0.0,,,,,,Added Sugars
Goobers,Sweets,89.0,512.0,53.0,12.0,,34.0,97.0,,11.0,,,43.0,,,,,,502.0,97.0,12.0,,36.0,7.0,68.0,,,,,,,,3.0,,,,,,,,,,,,43.0,,,,,,,,,,,,,,Added Sugars
Gumdrop,Sweets,3.0,396.0,99.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,8.0,44.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,,,,59.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Jelly bean,Sweets,3.0,375.0,94.0,0.0,3.0,5.0,2.0,0.0,13.0,2.0,0.0,93.0,0.0,0.0,0.0,4.0,0.0,37.0,0.0,0.0,11.0,50.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,,,,,,4.0,,,,70.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Kit Kat,Sweets,125.0,518.0,65.0,11.0,22.0,26.0,1.0,14.0,1.0,37.0,58.0,64.0,0.0,0.0,0.0,135.0,9.0,231.0,65.0,18.0,5.0,54.0,1.0,81.0,24.0,12.0,56.0,21.0,5.0,64.0,2.0,0.0,9.0,31.0,2.0,11.0,28.0,52.0,28.0,1.0,16.0,27.0,11.0,49.0,19.0,9.0,36.0,0.0,34.0,52.0,8.0,0.0,0.0,,,,,Added Sugars
Baby ruth,Sweets,47.0,459.0,65.0,0.0,23.0,22.0,2.0,12.0,63.0,43.0,56.0,63.0,0.0,0.0,0.0,94.0,26.0,249.0,54.0,12.0,25.0,230.0,5.0,0.0,0.0,6.0,6.0,12.0,13.0,33.0,4.0,0.0,72.0,35.0,,,,,,35.0,,,,54.0,,,,0.0,93.0,23.0,,,,,,,,Added Sugars
Marshmallow,Sweets,3.0,318.0,81.0,0.0,1.0,2.0,1.0,1.0,23.0,2.0,8.0,81.0,0.0,0.0,0.0,8.0,5.0,5.0,18.0,6.0,17.0,80.0,,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,1.0,,2.0,3.0,7.0,8.0,1.0,2.0,4.0,,58.0,4.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,Added Sugars
Halva,Sweets,33.0,469.0,60.0,0.0,12.0,22.0,45.0,65.0,45.0,218.0,82.0,56.0,0.0,0.0,0.0,607.0,85.0,187.0,12.0,41.0,12.0,195.0,,2.0,0.0,42.0,4.0,9.0,29.0,17.0,35.0,1.0,43.0,,,,,,,87.0,,,,,,,,,,,,,,,,,,Added Sugars
Oh henry,Sweets,69.0,462.0,66.0,7.0,35.0,23.0,19.0,44.0,5.0,51.0,55.0,64.0,0.0,0.0,0.0,140.0,27.0,259.0,77.0,96.0,32.0,193.0,5.0,0.0,0.0,15.0,2.0,12.0,25.0,54.0,9.0,0.0,12.0,37.0,,,,,,54.0,,,,46.0,,,,0.0,22.0,12.0,,0.0,,,,,,Added Sugars
Chunky bar,Sweets,100.0,475.0,60.0,10.0,,28.0,25.0,,9.0,,,58.0,,,,,,,75.0,13.0,,38.0,16.0,0.0,,,,,,,,0.0,,,,,,,,,,,,53.0,,,,,,,,,,,,,,Added Sugars
Banana pudding,Sweets,102.0,105.0,20.0,6.0,1.0,17.0,0.0,4.0,6.0,12.0,46.0,20.0,0.0,0.0,0.0,216.0,12.0,131.0,28.0,97.0,2.0,296.0,,170.0,46.0,3.0,3.0,14.0,7.0,27.0,4.0,8.0,33.0,,,8.0,17.0,27.0,22.0,0.0,7.0,13.0,,,13.0,4.0,19.0,8.0,,,,,,,,,,Added Sugars
Chocolate pudding,Sweets,104.0,105.0,19.0,6.0,7.0,19.0,4.0,5.0,4.0,19.0,56.0,18.0,0.0,0.0,0.0,238.0,13.0,168.0,32.0,11.0,23.0,284.0,,170.0,46.0,3.0,31.0,15.0,11.0,27.0,4.0,8.0,43.0,,,8.0,18.0,3.0,24.0,6.0,7.0,15.0,,,14.0,4.0,21.0,8.0,,,,,,,,,,Added Sugars
Milky way,Sweets,115.0,456.0,71.0,9.0,15.0,17.0,1.0,4.0,49.0,20.0,22.0,70.0,0.0,0.0,0.0,67.0,26.0,124.0,4.0,12.0,2.0,167.0,21.0,110.0,31.0,5.0,18.0,1.0,15.0,16.0,1.0,7.0,69.0,17.0,,,,,,15.0,,,,60.0,,,,4.0,89.0,36.0,,0.0,,,,,,Added Sugars
Skor bar,Sweets,30.0,541.0,64.0,53.0,4.0,30.0,13.0,2.0,57.0,10.0,97.0,62.0,0.0,0.0,0.0,61.0,12.0,153.0,31.0,19.0,0.0,317.0,,204.0,61.0,2.0,21.0,1.0,13.0,4.0,2.0,5.0,17.0,31.0,,,,,,0.0,,,,60.0,,,,1.0,58.0,86.0,,0.0,,,,,,Added Sugars
M&Ms Peanut,Sweets,102.0,515.0,60.0,8.0,51.0,26.0,37.0,55.0,12.0,69.0,81.0,57.0,0.0,0.0,0.0,190.0,35.0,347.0,96.0,10.0,41.0,50.0,33.0,74.0,22.0,6.0,32.0,11.0,34.0,63.0,9.0,0.0,18.0,37.0,,,,,,66.0,,,,51.0,,,,0.0,29.0,3.0,,0.0,,,,,,Added Sugars
Mounds candy bar,Sweets,21.0,486.0,59.0,2.0,4.0,27.0,37.0,6.0,21.0,55.0,39.0,55.0,0.0,0.0,0.0,91.0,14.0,321.0,46.0,21.0,66.0,145.0,,0.0,0.0,5.0,0.0,6.0,28.0,25.0,9.0,4.0,11.0,12.0,,,,,,95.0,,,,46.0,,,,0.0,19.0,16.0,,0.0,,,,,,Added Sugars
Mr. Goodbar,Sweets,110.0,538.0,54.0,10.0,17.0,33.0,38.0,38.0,14.0,47.0,82.0,51.0,0.0,0.0,0.0,163.0,44.0,394.0,10.0,14.0,0.0,41.0,,125.0,35.0,14.0,33.0,14.0,34.0,42.0,7.0,9.0,93.0,47.0,,,,,,0.0,,,,47.0,,,,0.0,32.0,36.0,,0.0,,,,,,Added Sugars
100 grand bar,Sweets,76.0,468.0,71.0,12.0,19.0,19.0,1.0,5.0,34.0,25.0,6.0,70.0,0.0,0.0,0.0,86.0,14.0,163.0,25.0,12.0,25.0,203.0,0.0,127.0,38.0,6.0,29.0,12.0,2.0,18.0,2.0,7.0,99.0,25.0,,,,,,17.0,,,,52.0,,,,0.0,42.0,62.0,,0.0,,,,,,Added Sugars
Crunch bar,Sweets,100.0,500.0,67.0,13.0,,26.0,19.0,,7.0,,,65.0,,,,,,305.0,5.0,16.0,,150.0,14.0,107.0,,,,,,,,5.0,,,,,,,,,,,,55.0,,,,,,,,,,,,,,Added Sugars
Candy bar,Sweets,78.0,522.0,47.0,0.0,77.0,34.0,41.0,75.0,97.0,110.0,17.0,43.0,0.0,0.0,0.0,308.0,11.0,407.0,16.0,47.0,47.0,156.0,,0.0,0.0,1.0,0.0,14.0,79.0,83.0,153.0,0.0,39.0,29.0,,39.0,53.0,99.0,55.0,12.0,19.0,79.0,,42.0,52.0,15.0,64.0,0.0,41.0,0.0,,,,,,,,Added Sugars
Raisinets,Sweets,85.0,422.0,71.0,11.0,,17.0,22.0,,12.0,,,69.0,,,,,,,44.0,11.0,,33.0,8.0,77.0,,,,,,,,16.0,,,,,,,,,,,,59.0,,,,,,,,,,,,,,Added Sugars
Reeses cups,Sweets,78.0,515.0,55.0,6.0,24.0,31.0,36.0,50.0,12.0,62.0,13.0,52.0,0.0,0.0,0.0,161.0,55.0,343.0,10.0,11.0,14.0,357.0,0.0,56.0,17.0,16.0,26.0,11.0,45.0,62.0,1.0,3.0,13.0,35.0,,,,,,0.0,,,,47.0,,,,0.0,15.0,2.0,,0.0,,,,,,Added Sugars
Reese's pieces,Sweets,69.0,497.0,60.0,0.0,41.0,25.0,3.0,55.0,49.0,88.0,45.0,57.0,0.0,0.0,0.0,207.0,19.0,359.0,12.0,16.0,8.0,194.0,0.0,0.0,0.0,18.0,11.0,22.0,61.0,61.0,11.0,0.0,12.0,29.0,,,,,,11.0,,,,53.0,,,,0.0,99.0,59.0,,,,,,,,Added Sugars
Rolo,Sweets,145.0,474.0,68.0,12.0,0.0,21.0,9.0,0.0,42.0,0.0,21.0,67.0,0.0,0.0,0.0,71.0,27.0,188.0,51.0,15.0,0.0,188.0,0.0,121.0,34.0,2.0,33.0,12.0,4.0,0.0,0.0,9.0,0.0,20.0,,,,,,0.0,,,,64.0,,,,0.0,11.0,32.0,,0.0,,,,,,Added Sugars
After eight,Sweets,13.0,432.0,80.0,0.0,,12.0,24.0,,57.0,,,77.0,,,,,,,17.0,83.0,,1.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,67.0,,,,,,,,,,,,,,Added Sugars
Starburst,Sweets,0.0,408.0,83.0,0.0,1.0,82.0,0.0,1.0,1.0,1.0,0.0,83.0,0.0,0.0,0.0,5.0,0.0,2.0,41.0,78.0,8.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,59.0,0.0,0.0,,,,,,2.0,,,,58.0,,,,0.0,33.0,21.0,,,,,,,,Added Sugars
3 musketeers,Sweets,54.0,436.0,78.0,5.0,16.0,13.0,15.0,4.0,67.0,29.0,24.0,76.0,0.0,0.0,0.0,69.0,32.0,133.0,26.0,86.0,19.0,194.0,13.0,67.0,20.0,3.0,16.0,6.0,23.0,23.0,2.0,2.0,55.0,12.0,,,,,,16.0,,,,67.0,,,,0.0,98.0,29.0,,0.0,,,,,,Added Sugars
Twix,Sweets,106.0,502.0,65.0,7.0,2.0,25.0,11.0,26.0,81.0,27.0,3.0,64.0,0.0,0.0,0.0,105.0,63.0,186.0,49.0,19.0,43.0,198.0,34.0,67.0,20.0,16.0,33.0,21.0,11.0,27.0,3.0,6.0,11.0,21.0,,,,,,27.0,,,,48.0,,,,0.0,74.0,56.0,,0.0,,,,,,Added Sugars
Whatchamacallit,Sweets,118.0,494.0,63.0,12.0,12.0,24.0,19.0,18.0,11.0,28.0,38.0,61.0,0.0,0.0,0.0,138.0,83.0,303.0,8.0,17.0,7.0,299.0,12.0,134.0,38.0,11.0,37.0,21.0,25.0,26.0,4.0,9.0,43.0,25.0,,,,,,33.0,,,,49.0,,,,0.0,13.0,43.0,,0.0,,,,,,Added Sugars
Chewing gum,Sweets,0.0,360.0,97.0,0.0,0.0,3.0,24.0,0.0,0.0,0.0,8.0,94.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,4.0,6.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,66.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Cocoa bean,Sweets,111.0,220.0,58.0,0.0,36.0,13.0,30.0,32.0,16.0,476.0,44.0,29.0,0.0,0.0,0.0,728.0,42.0,2509.0,18.0,78.0,13.0,19.0,,0.0,0.0,11.0,0.0,46.0,24.0,25.0,12.0,0.0,64.0,11.0,,31.0,7.0,11.0,91.0,37.0,19.0,87.0,,18.0,72.0,27.0,11.0,0.0,1.0,24.0,,,,,,,,Added Sugars
Custard,Sweets,139.0,122.0,18.0,51.0,3.0,4.0,0.0,9.0,34.0,16.0,11.0,18.0,0.0,0.0,0.0,130.0,31.0,207.0,4.0,2.0,6.0,84.0,,182.0,52.0,6.0,52.0,22.0,13.0,7.0,6.0,1.0,51.0,12.0,0.0,9.0,21.0,34.0,21.0,1.0,9.0,17.0,,48.0,19.0,8.0,23.0,12.0,6.0,2.0,,,,,,,,Added Sugars
Gelatin dessert,Sweets,3.0,381.0,91.0,0.0,12.0,0.0,0.0,3.0,13.0,2.0,0.0,91.0,0.0,0.0,0.0,141.0,0.0,7.0,78.0,0.0,67.0,466.0,,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,35.0,,7.0,12.0,25.0,35.0,1.0,6.0,18.0,,86.0,15.0,0.0,21.0,0.0,0.0,0.0,,,,,,,,Added Sugars
Mousse,Sweets,96.0,225.0,16.0,140.0,8.0,16.0,6.0,15.0,55.0,20.0,5.0,15.0,1.0,0.0,0.0,117.0,88.0,143.0,41.0,92.0,74.0,38.0,,509.0,140.0,5.0,47.0,21.0,15.0,53.0,6.0,1.0,64.0,,,,,,,6.0,,,,15.0,,,,,51.0,16.0,,,,,,,,Added Sugars
Apple crisp,Sweets,35.0,161.0,31.0,0.0,7.0,34.0,14.0,16.0,82.0,8.0,13.0,29.0,0.0,0.0,0.0,28.0,11.0,78.0,18.0,69.0,35.0,351.0,,142.0,29.0,8.0,0.0,8.0,85.0,9.0,4.0,22.0,18.0,,,,,,,13.0,,,,20.0,,,,,38.0,41.0,,,,,,,,Added Sugars
Flan,Sweets,24.0,348.0,92.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,,92.0,,,,1.0,,153.0,0.0,,21.0,432.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,Added Sugars
Pudding,Sweets,106.0,120.0,20.0,9.0,11.0,32.0,8.0,4.0,34.0,20.0,82.0,19.0,0.0,0.0,0.0,87.0,18.0,150.0,32.0,18.0,37.0,98.0,,139.0,39.0,4.0,31.0,16.0,13.0,33.0,3.0,0.0,48.0,11.0,,,,,,1.0,,,,12.0,,,,11.0,6.0,3.0,,,,,,,,Added Sugars
Rice pudding,Sweets,105.0,111.0,21.0,6.0,2.0,16.0,1.0,4.0,37.0,13.0,44.0,21.0,0.0,0.0,0.0,87.0,6.0,130.0,33.0,97.0,19.0,109.0,,172.0,46.0,8.0,24.0,14.0,44.0,29.0,4.0,7.0,38.0,,,8.0,17.0,27.0,22.0,6.0,7.0,14.0,,,13.0,4.0,19.0,8.0,,,,,,,,,,Added Sugars
Tapioca,Sweets,105.0,105.0,20.0,6.0,1.0,17.0,0.0,4.0,6.0,12.0,45.0,20.0,0.0,0.0,0.0,82.0,6.0,133.0,29.0,99.0,2.0,121.0,,160.0,47.0,3.0,25.0,14.0,8.0,28.0,3.0,7.0,35.0,,,8.0,17.0,28.0,23.0,1.0,7.0,14.0,,,13.0,4.0,19.0,9.0,,,,,,,,,,Added Sugars
Praline,Sweets,43.0,485.0,60.0,0.0,49.0,26.0,35.0,6.0,13.0,49.0,15.0,56.0,0.0,0.0,0.0,104.0,78.0,217.0,33.0,22.0,18.0,48.0,,19.0,1.0,2.0,0.0,5.0,42.0,33.0,8.0,3.0,17.0,,,,,,,17.0,,,,56.0,,,,,5.0,13.0,,0.0,,,,,,Added Sugars
Icing,Sweets,3.0,418.0,68.0,0.0,0.0,16.0,0.0,8.0,16.0,1.0,49.0,68.0,0.0,0.0,0.0,18.0,8.0,34.0,0.0,3.0,1.0,184.0,0.0,0.0,0.0,1.0,0.0,3.0,22.0,6.0,0.0,0.0,7.0,23.0,,,,,,0.0,,,,63.0,,,,0.0,15.0,13.0,,,,,,,,Added Sugars
Reesesticks,Sweets,70.0,521.0,55.0,6.0,2.0,31.0,33.0,40.0,13.0,49.0,11.0,52.0,0.0,0.0,0.0,144.0,47.0,295.0,95.0,13.0,7.0,264.0,,58.0,14.0,13.0,15.0,1.0,36.0,44.0,8.0,6.0,99.0,28.0,,,,,,0.0,,,,40.0,,,,0.0,28.0,59.0,,0.0,,,,,,Added Sugars
Reese's fast break,Sweets,61.0,474.0,62.0,4.0,18.0,23.0,29.0,39.0,96.0,48.0,89.0,59.0,,,,130.0,43.0,284.0,87.0,82.0,0.0,330.0,0.0,40.0,,13.0,,1.0,36.0,42.0,7.0,4.0,94.0,,,,,,,0.0,,,,53.0,,,,,,,,,,,,,,Added Sugars
Dove milk chocolate,Sweets,160.0,546.0,60.0,18.0,,32.0,24.0,,11.0,,,57.0,,,,,,,59.0,19.0,,63.0,25.0,292.0,,,,,,,,8.0,,,,,,,,,,,,55.0,,,,,,,,,,,,,,Added Sugars
Chocolate ice cream,Sweets,109.0,216.0,28.0,34.0,14.0,11.0,12.0,16.0,93.0,29.0,32.0,27.0,0.0,0.0,0.0,107.0,41.0,249.0,38.0,68.0,25.0,76.0,,416.0,118.0,4.0,29.0,19.0,23.0,55.0,6.0,7.0,58.0,23.0,,,,,,14.0,,,,25.0,,,,2.0,3.0,3.0,,,,,,,,Added Sugars
Italian ice,Sweets,1.0,53.0,14.0,0.0,1.0,2.0,0.0,5.0,9.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,4.0,,167.0,,1.0,0.0,1.0,72.0,1.0,0.0,5.0,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,Added Sugars
Ice pop,Sweets,0.0,79.0,19.0,0.0,0.0,24.0,0.0,0.0,54.0,1.0,5.0,19.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,1.0,2.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,27.0,,,,,0.0,,,,14.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Mars,Sweets,90.0,475.0,72.0,12.0,,19.0,2.0,,86.0,,,70.0,,,,,,,43.0,12.0,,136.0,13.0,167.0,,,,,,,,5.0,,,,,,,,,,,,59.0,,,,,,,,,,,,,,Added Sugars
Honey,Sweets,6.0,304.0,82.0,0.0,4.0,0.0,2.0,2.0,42.0,2.0,0.0,82.0,0.0,0.0,0.0,4.0,0.0,52.0,3.0,0.0,8.0,4.0,,0.0,0.0,0.0,0.0,4.0,12.0,7.0,2.0,5.0,22.0,22.0,41.0,0.0,1.0,1.0,1.0,8.0,0.0,1.0,,82.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,Added Sugars
Fruit preserves,Sweets,20.0,278.0,69.0,0.0,1.0,7.0,11.0,11.0,49.0,4.0,4.0,68.0,0.0,0.0,0.0,19.0,0.0,77.0,37.0,1.0,2.0,32.0,,0.0,0.0,2.0,0.0,8.0,4.0,2.0,2.0,88.0,6.0,10.0,,1.0,2.0,4.0,3.0,4.0,0.0,2.0,,49.0,2.0,1.0,2.0,0.0,12.0,0.0,,,,,,,,Added Sugars
Marmalade,Sweets,38.0,246.0,66.0,0.0,9.0,0.0,7.0,9.0,15.0,2.0,0.0,66.0,0.0,0.0,0.0,4.0,0.0,37.0,3.0,0.0,6.0,56.0,,62.0,3.0,1.0,0.0,3.0,5.0,2.0,2.0,48.0,4.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,60.0,1.0,0.0,1.0,0.0,6.0,0.0,,,,,,,,Added Sugars
Molasses,Sweets,205.0,290.0,75.0,0.0,49.0,1.0,0.0,0.0,47.0,242.0,3.0,75.0,0.0,0.0,0.0,31.0,5.0,1464.0,0.0,2.0,18.0,37.0,,0.0,0.0,4.0,0.0,0.0,93.0,8.0,67.0,0.0,29.0,13.0,13.0,,,,,15.0,,,,75.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Pectin,Sweets,7.0,325.0,90.0,0.0,42.0,3.0,86.0,1.0,27.0,1.0,1.0,82.0,0.0,0.0,0.0,2.0,9.0,7.0,3.0,5.0,0.0,200.0,,3.0,0.0,1.0,0.0,6.0,1.0,11.0,1.0,0.0,47.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,Added Sugars
Brown sugar,Sweets,83.0,380.0,98.0,0.0,5.0,0.0,0.0,1.0,71.0,9.0,0.0,98.0,0.0,0.0,0.0,4.0,0.0,133.0,12.0,0.0,12.0,28.0,,0.0,0.0,0.0,0.0,0.0,11.0,13.0,4.0,0.0,3.0,23.0,11.0,,,,,6.0,,,,97.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Sugar,Sweets,1.0,387.0,100.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,,,,100.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Aspartame,Sweets,0.0,365.0,89.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,84.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Added Sugars
Maple sugar,Sweets,90.0,354.0,91.0,0.0,1.0,2.0,0.0,0.0,16.0,19.0,6.0,91.0,0.0,0.0,0.0,3.0,1.0,274.0,1.0,4.0,8.0,11.0,,0.0,0.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,61.0,21.0,,,,,,44.0,,,,85.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Corn syrup,Sweets,18.0,286.0,78.0,0.0,5.0,0.0,0.0,0.0,37.0,8.0,0.0,78.0,0.0,0.0,0.0,11.0,0.0,44.0,0.0,0.0,29.0,155.0,,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,4.0,13.0,,,,,,1.0,,,,78.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Maple syrup,Sweets,102.0,260.0,67.0,0.0,2.0,6.0,0.0,0.0,11.0,21.0,1.0,67.0,0.0,0.0,0.0,2.0,2.0,212.0,4.0,1.0,6.0,12.0,,0.0,0.0,7.0,0.0,13.0,8.0,4.0,0.0,0.0,15.0,16.0,52.0,,,,,29.0,,,,60.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Sorghum syrup,Sweets,150.0,290.0,75.0,0.0,13.0,0.0,0.0,0.0,38.0,100.0,0.0,75.0,0.0,0.0,0.0,56.0,0.0,1000.0,0.0,0.0,17.0,8.0,,0.0,0.0,1.0,0.0,16.0,1.0,8.0,67.0,0.0,41.0,13.0,,,,,,15.0,,,,75.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Snickers,Sweets,90.0,488.0,63.0,9.0,,24.0,19.0,,68.0,,,61.0,,,,,,,69.0,13.0,,189.0,39.0,120.0,,,,,,,,5.0,,,,,,,,,,,,47.0,,,,,,,,,,,,,,Added Sugars
Skittles,Sweets,0.0,402.0,91.0,0.0,,43.0,0.0,,0.0,,,91.0,,,,,,,19.0,41.0,,15.0,7.0,0.0,0.0,,,,,,,67.0,,,,,,,,,,,,76.0,,,,,,,,,,,,,,Added Sugars
Taffy (candy),Sweets,8.0,397.0,92.0,9.0,0.0,33.0,0.0,0.0,1.0,0.0,84.0,92.0,0.0,0.0,0.0,1.0,12.0,3.0,3.0,2.0,7.0,52.0,13.0,100.0,27.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,,,,,,,0.0,,,,68.0,,,,,9.0,3.0,1.0,,,,,9.0,,Added Sugars
Toffee,Sweets,34.0,560.0,65.0,104.0,0.0,33.0,0.0,2.0,3.0,4.0,9.0,65.0,0.0,0.0,0.0,32.0,12.0,51.0,11.0,21.0,8.0,135.0,67.0,1152.0,319.0,1.0,11.0,7.0,3.0,13.0,1.0,2.0,12.0,,,,,,,0.0,,,,63.0,,,,,94.0,28.0,7.0,,,,,45.0,,Added Sugars
Apricot jam,Sweets,20.0,242.0,64.0,0.0,1.0,2.0,3.0,1.0,49.0,4.0,0.0,64.0,0.0,0.0,0.0,3.0,0.0,77.0,7.0,1.0,2.0,40.0,,205.0,10.0,0.0,0.0,2.0,4.0,2.0,2.0,88.0,6.0,4.0,,,,,,4.0,,,,43.0,,,,0.0,13.0,0.0,,,,,,,,Added Sugars
Sucralose,Sweets,0.0,336.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,96.0,80.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Creamsicle,Sweets,23.0,49.0,12.0,0.0,,23.0,75.0,,3.0,,,45.0,,,,,,,14.0,2.0,,6.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,43.0,,,,,,,,,,,,,,Added Sugars
Chocolate,Sweets,56.0,546.0,61.0,8.0,1.0,31.0,7.0,,8.0,146.0,95.0,54.0,0.0,0.0,0.0,206.0,11.0,559.0,49.0,19.0,3.0,24.0,11.0,50.0,2.0,3.0,23.0,5.0,73.0,3.0,4.0,,2.0,,0.0,,,,,14.0,,,,48.0,,,,,54.0,81.0,9.0,0.0,0.0,0.0,0.0,95.0,,Added Sugars
Sugar substitute,Sweets,879.0,347.0,85.0,,1.0,0.0,6.0,,16.0,6.0,,84.0,,,,8.0,,39.0,21.0,,,572.0,,,,2.0,,2.0,,8.0,2.0,,4.0,,0.0,,,,,2.0,,,35.0,4.0,,,,,,,,,,,,,,Added Sugars
Agave nectar,Sweets,1.0,310.0,76.0,0.0,1.0,45.0,2.0,30.0,9.0,1.0,0.0,76.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,0.0,17.0,4.0,,156.0,8.0,12.0,0.0,17.0,69.0,,23.0,17.0,1.0,13.0,56.0,,,,,1.0,,,,68.0,,,,0.0,98.0,23.0,,,,,,,,Added Sugars
Stevia,Sweets,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Payday,Sweets,94.0,490.0,53.0,0.0,33.0,25.0,38.0,51.0,19.0,90.0,12.0,49.0,0.0,0.0,2.0,197.0,47.0,725.0,13.0,48.0,51.0,231.0,0.0,1.0,0.0,8.0,2.0,12.0,72.0,52.0,24.0,0.0,16.0,36.0,,34.0,49.0,88.0,52.0,91.0,17.0,69.0,22.0,40.0,46.0,13.0,57.0,0.0,25.0,0.0,,0.0,,,,,,Added Sugars
Macaroon,Sweets,5.0,460.0,61.0,0.0,27.0,23.0,51.0,3.0,82.0,29.0,16.0,56.0,0.0,0.0,0.0,68.0,81.0,123.0,3.0,20.0,68.0,241.0,,0.0,0.0,2.0,0.0,6.0,22.0,,1.0,0.0,73.0,91.0,,,,,,,,,,45.0,,,,0.0,19.0,11.0,,,,,,,,Added Sugars
